Date;Day;Action;Protester;State/target;Agent;Event;Country;Location;Issue;Link date;Time ;# Protesters;Arrests;Injuries;Deaths;Prop. Damage;# State;Injuries;State killed;OSD;Source;Story date;No event found
01/01/1984;Sun;occupation;tubing workers;firm;Kingdom Tubes;sit-in to preserve jobs;Ireland;Tralee;unemployment;;;275;0;0;0;N;0;0;0;678827;Irish Times;09/01/1983;
02/01/1984;Mon;boycott;bookies;government;;refuse to pay gambling tax because of illegal betting;Ireland;Ireland;illegal betting;;;301;0;0;0;N;0;0;0;30001;Financial Times;07/01/1984;
02/01/1984;Mon;occupation;tubing workers;firm;Kingdom Tubes;sit-in to preserve jobs;Ireland;Tralee;unemployment;;;275;0;0;0;N;0;0;0;678827;Irish Times;09/01/1983;
03/01/1984;Tue;boycott;bookies;government;;refuse to pay gambling tax because of illegal betting;Ireland;Ireland;illegal betting;;;301;0;0;0;N;0;0;0;30001;Financial Times;07/01/1984;
03/01/1984;Tue;occupation;tubing workers;firm;Kingdom Tubes;sit-in to preserve jobs;Ireland;Tralee;unemployment;;;275;0;0;0;N;0;0;0;678827;Irish Times;09/01/1983;
04/01/1984;Wed;boycott;bookies;government;;refuse to pay gambling tax because of illegal betting;Ireland;Ireland;illegal betting;;;301;0;0;0;N;0;0;0;30001;Financial Times;07/01/1984;
04/01/1984;Wed;occupation;tubing workers;firm;Kingdom Tubes;sit-in to preserve jobs;Ireland;Tralee;unemployment;;;275;0;0;0;N;0;0;0;678827;Irish Times;09/01/1983;
05/01/1984;Thu;boycott;bookies;government;;refuse to pay gambling tax because of illegal betting;Ireland;Ireland;illegal betting;;;301;0;0;0;N;0;0;0;30001;Financial Times;07/01/1984;
05/01/1984;Thu;occupation;tubing workers;firm;Kingdom Tubes;sit-in to preserve jobs;Ireland;Tralee;unemployment;;;275;0;0;0;N;0;0;0;678827;Irish Times;09/01/1983;
06/01/1984;Fri;boycott;bookies;government;;refuse to pay gambling tax because of illegal betting;Ireland;Ireland;illegal betting;;;301;0;0;0;N;0;0;0;30001;Financial Times;07/01/1984;
06/01/1984;Fri;occupation;tubing workers;firm;Kingdom Tubes;sit-in to preserve jobs;Ireland;Tralee;unemployment;;;275;0;0;0;N;0;0;0;678827;Irish Times;09/01/1983;
07/01/1984;Sat;occupation;tubing workers;firm;Kingdom Tubes;sit-in to preserve jobs;Ireland;Tralee;unemployment;;;275;0;0;0;N;0;0;0;678827;Irish Times;09/01/1983;
