Date;Day;Action;Protester;State/target;Agent;Event;Country;Location;Issue;Link date;Time ;# Protesters;Arrests;Injuries;Deaths;Prop. Damage;# State;Injuries;State killed;OSD;Source;Story date;No event found
01/01/1993;Fri;assassination;Red Hand Commandos;Catholics;;shoot & injure 2 Catholic men;UK/Northern Ireland;Belfast;British unity;;;2;0;0;0;Y;0;0;0;350000;Reuters;01/01/1993;
01/01/1993;Fri;bomb-nd;PIRA;government;;bomb defused in hair salon;UK/Northern Ireland;Belfast;Irish unity;;;3;0;0;0;N;8;0;0;42907;Reuters;01/01/1993;
01/01/1993;Fri;demonstration;citizens;government;UK troops;protest closing of roads near border;UK/Northern Ireland;Northern Ireland;border closings;;;2001;0;0;0;N;0;0;0;600000;Irish Times;04/01/1993;
02/01/1993;Sat;;;;;;;;;;;;;;;;;;;;;;no event
03/01/1993;Sun;assassination;UVF;Catholics;;shoot dead father & son, injure other son;UK/Northern Ireland;Lisnagleer;British unity;;20:00;2;0;0;0;Y;0;0;0;350000;Reuters;03/01/1993;
03/01/1993;Sun;demonstration;citizens;government;UK troops;protesters open closed bridge across border;UK/Northern Ireland;Lackey bridge;border closings;;;350;0;0;0;N;0;0;0;600000;Irish Times;04/01/1993;
04/01/1993;Mon;rally;Loyalists;PIRA;;funeral for soldier shot dead on 12/30/92;UK/Northern Ireland;Belfast;anti-PIRA;;;301;0;0;0;N;0;0;0;350000;Evening Standard;04/01/1993;
05/01/1993;Tue;rally;Catholics;UVF;;bury father & son killed on 1/3;UK/Northern Ireland;Coalisland;anti-UVF;;;1001;0;0;0;N;0;0;0;300000;Reuters;05/01/1993;
05/01/1993;Tue;bomb-nd;PIRA;government;UK troops;3 soldiers injured by bomb in city center;UK/Northern Ireland;Belfast;Irish unity;;22:00;3;0;0;0;Y;3;3;0;42907;Irish Times;06/01/1993;
06/01/1993;Wed;bomb-nd;PIRA;government;;18 kg bomb hits city center;UK/Northern Ireland;Dungannon;Irish unity;;23:00;3;0;0;0;Y;0;0;0;42907;Irish Times;07/01/1993;
07/01/1993;Thu;;;;;;;;;;;;;;;;;;;;;;no event
08/01/1993;Fri;attack;PIRA;government;UK troops;fire mortars at checkpoint & machine gun helicopter;UK/Northern Ireland;Kinawley;Irish unity;;;8;0;0;0;Y;16;0;0;42907;Daily Telegraph;09/01/1993;
08/01/1993;Fri;beating;PIRA;Catholics;;tar & feather 2 teenagers as 'punishment';UK/Northern Ireland;Belfast;Irish unity;;;3;0;0;0;Y;0;0;0;42907;Guardian;09/01/1993;
09/01/1993;Sat;;;;;;;;;;;;;;;;;;;;;;no event
10/01/1993;Sun;;;;;;;;;;;;;;;;;;;;;;no event
11/01/1993;Mon;assassination;PIRA;Loyalist;;shoot dead man in car;UK/Northern Ireland;Dungannon;Irish unity;;;2;0;0;0;Y;0;0;0;42907;Daily Telegraph;12/01/1993;
11/01/1993;Mon;bomb-nd;PIRA;government;police;policeman discovers car bomb before it explodes;UK/Northern Ireland;Glengormley;Irish unity;;;3;0;0;0;Y;8;0;0;42907;Irish Times;12/01/1993;
11/01/1993;Mon;ultimatum;PIRA;Catholics;;demands 200 'thieves' leave 'Ireland' or death;UK/Northern Ireland;Belfast;Irish unity;;;8;0;0;0;N;0;0;0;42907;Irish Times;12/01/1993;
11/01/1993;Mon;arrest;PIRA;government;police;arrest woman suspected of killing soldier;UK/Northern Ireland;Belfast;terror;30/12/1992;;1;1;0;0;N;8;0;0;42907;Irish Times;12/01/1993;
12/01/1993;Tue;;;;;;;;;;;;;;;;;;;;;;no event
