Date;Day;Action;Protester;State/target;Agent;Event;Country;Location;Issue;Link date;Time ;# Protesters;Arrests;Injuries;Deaths;Prop. Damage;# State;Injuries;State killed;OSD;Source;Story date;No event found
01/01/1984;Sun;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
02/01/1984;Mon;assassination;PIRA;government;UDR;UDR soldier shot dead in a van;UK/Northern Ireland;Castlederg;Irish unity;;;2;0;0;0;Y;1;0;1;102701;Reuters;02/01/1984;
02/01/1984;Mon;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
03/01/1984;Tue;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
04/01/1984;Wed;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
05/01/1984;Thu;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
06/01/1984;Fri;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
07/01/1984;Sat;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
08/01/1984;Sun;;;;;;;;;;;;;;;;;;;;;;no event
09/01/1984;Mon;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
10/01/1984;Tue;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
11/01/1984;Wed;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
12/01/1984;Thu;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
13/01/1984;Fri;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
14/01/1984;Sat;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
15/01/1984;Sun;;;;;;;;;;;;;;;;;;;;;;no event
16/01/1984;Mon;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
17/01/1984;Tue;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
18/01/1984;Wed;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
19/01/1984;Thu;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
20/01/1984;Fri;assassination;PIRA;government;UK troops;soldier shot dead;UK/Northern Ireland;Belfast;Irish unity;;;2;0;0;0;Y;1;0;1;102701;Reuters;20/01/1984;
20/01/1984;Fri;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
21/01/1984;Sat;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
22/01/1984;Sun;;;;;;;;;;;;;;;;;;;;;;no event
23/01/1984;Mon;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
24/01/1984;Tue;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
25/01/1984;Wed;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
26/01/1984;Thu;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
27/01/1984;Fri;resign;prison director;government;;quits because of jailbreak of 38 PIRAs;UK/Northern Ireland;Belfast;accede;25/09/1983;;1;0;0;0;N;0;0;0;3001;Reuters;27/01/1984;
27/01/1984;Fri;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
28/01/1984;Sat;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
29/01/1984;Sun;;;;;;;;;;;;;;;;;;;;;;no event
30/01/1984;Mon;demonstration;Sinn Fein;government;police;commemorate Bloody Sunday;UK/Northern Ireland;Derry;repression;30/01/1972;;3001;0;0;0;N;301;0;0;102701;Reuters;30/01/1984;
30/01/1984;Mon;riot;Sinn Fein;government;police;throw bottles & fire bombs at police;UK/Northern Ireland;Derry;repression;30/01/1972;;101;1;0;0;Y;301;0;0;102701;Reuters;30/01/1984;
30/01/1984;Mon;attack;Sinn Fein;government;police;throw 200 fire bombs at police protecting firefighters;UK/Northern Ireland;Strabane;repression;30/01/1972;;101;0;0;0;Y;101;0;0;102701;Reuters;30/01/1984;
30/01/1984;Mon;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
31/01/1984;Tue;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
01/02/1984;Wed;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
02/02/1984;Thu;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
03/02/1984;Fri;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
04/02/1984;Sat;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
05/02/1984;Sun;;;;;;;;;;;;;;;;;;;;;;no event
06/02/1984;Mon;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
07/02/1984;Tue;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
08/02/1984;Wed;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
09/02/1984;Thu;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
10/02/1984;Fri;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
11/02/1984;Sat;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
12/02/1984;Sun;;;;;;;;;;;;;;;;;;;;;;no event
13/02/1984;Mon;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
14/02/1984;Tue;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
15/02/1984;Wed;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
16/02/1984;Thu;boycott;Unionists;government;;leave assembly because of Darkley massacre;UK/Northern Ireland;Belfast;British unity;20/11/1983;;25;0;0;0;N;0;0;0;350000;Financial Times;21/02/1984;
