Date;Day;Action;Protester;State/target;Agent;Event;Country;Location;Issue;Link date;Time ;# Protesters;Arrests;Injuries;Deaths;Prop. Damage;# State;Injuries;State killed;OSD;Source;Story date;No event found
01/01/1990;Mon;bomb-nd;PIRA;firm;Xtravision;bomb explodes outside video store;UK/Northern Ireland;Belfast;Irish unity;;0.125;3;0;0;0;Y;0;0;0;48914;Daily Telegraph;32874;
02/01/1990;Tue;bomb-wd;PIRA;Loyalist;;car bomb kills taxi driver & injures his daughter;UK/Northern Ireland;Belfast;Irish unity;;0.291666667;3;0;0;0;Y;0;0;0;48914;Reuters;32875;
03/01/1990;Wed;bomb-nd;PIRA;government;UK troops;soldier injured by car bomb;UK/Northern Ireland;Magherafelt;Irish unity;;;3;0;0;0;Y;1;1;0;48914;Reuters;32876;
04/01/1990;Thu;bomb-nd;PIRA;government;UK troops;soldiers injured by hidden bomb;UK/Northern Ireland;Belfast;Irish unity;;;3;1;0;0;Y;2;2;0;48914;Reuters;32877;
05/01/1990;Fri;hostage-nd;PIRA;Loyalist;;hold captive in Belfast;UK/Northern Ireland;Belfast;Irish unity;;;8;0;0;0;N;0;0;0;48914;Reuters;32882;
06/01/1990;Sat;hostage-nd;PIRA;Loyalist;;hold captive in Belfast;UK/Northern Ireland;Belfast;Irish unity;;;8;0;0;0;N;0;0;0;48914;Reuters;32882;
07/01/1990;Sun;assassination;UVF;Catholics;;shoot dead taxi driver;UK/Northern Ireland;Lurgan;British unity;;;2;0;0;0;Y;0;0;0;350000;Reuters;32880;
07/01/1990;Sun;hostage-nd;PIRA;Loyalist;;hold captive in Belfast;UK/Northern Ireland;Belfast;Irish unity;;;8;0;0;0;N;0;0;0;48914;Reuters;32882;
07/01/1990;Sun;raid;PIRA;government;police;raid & arrest 8 PIRA suspects;UK/Northern Ireland;Belfast;terror;;;8;8;0;0;N;31;0;0;48914;Daily Telegraph;32882;
08/01/1990;Mon;raid;UDA;government;police;raid & arrest Loyalist UDAs;UK/Northern Ireland;Northern Ireland;terror;;;9;9;0;0;N;101;0;0;350000;Independent;32883;
09/01/1990;Tue;assassination;PIRA;government;UDR;shoot dead UDR man in his shoe shop;UK/Northern Ireland;Castlederg;Irish unity;;;2;0;0;0;Y;1;0;1;48914;Reuters;32882;
10/01/1990;Wed;trial;PIRA;government;court;charge Danny Morrison with attempted murder;UK/Northern Ireland;Belfast;terror;;;1;1;0;0;N;0;0;0;48914;Reuters;32883;
11/01/1990;Thu;trial;soldiers;government;court;charged with hijacking & attempted murder of RUC;UK/Northern Ireland;Belfast;terror;;;2;2;0;0;N;0;0;0;48914;Financial Times;32885;
